,columns,total_windows,input_window,output_window,outlier_threshold,accuracy,precision,recall,f1
0,"['lending_rate', 'borrowing_rate', 'utilization_rate', 'close', 'volume', 'yield', 'market_cap', 'crypto_symbol_embedding_1', 'crypto_symbol_embedding_2', 'crypto_symbol_embedding_3', 'crypto_symbol_embedding_4', 'crypto_symbol_embedding_5', 'crypto_symbol_embedding_6', 'crypto_symbol_embedding_7', 'crypto_symbol_embedding_8', 'crypto_symbol_embedding_9', 'crypto_symbol_embedding_10', 'crypto_symbol_embedding_11', 'crypto_symbol_embedding_12', 'crypto_symbol_embedding_13', 'crypto_symbol_embedding_14', 'crypto_symbol_embedding_15', 'Month_Sine', 'Month_Cosine', 'Day_Sine', 'Day_Cosine', 'Hour_Sine', 'Hour_Cosine', 'DayofWeek_Sine', 'DayofWeek_Cosine', 'attention', 'returns']",42862,48,48,remove,0.32683962484251783,0.31475074282618665,0.31650514794869583,0.27232664566660403
1,"['close', 'volume', 'yield', 'market_cap', 'crypto_symbol_embedding_1', 'crypto_symbol_embedding_2', 'crypto_symbol_embedding_3', 'crypto_symbol_embedding_4', 'crypto_symbol_embedding_5', 'crypto_symbol_embedding_6', 'crypto_symbol_embedding_7', 'crypto_symbol_embedding_8', 'crypto_symbol_embedding_9', 'crypto_symbol_embedding_10', 'crypto_symbol_embedding_11', 'crypto_symbol_embedding_12', 'crypto_symbol_embedding_13', 'crypto_symbol_embedding_14', 'crypto_symbol_embedding_15', 'Month_Sine', 'Month_Cosine', 'Day_Sine', 'Day_Cosine', 'Hour_Sine', 'Hour_Cosine', 'DayofWeek_Sine', 'DayofWeek_Cosine', 'attention', 'returns']",42862,48,48,remove,0.4027810181512762,0.3331221634282291,0.3306499614146603,0.32091581934675134
2,"['lending_rate', 'borrowing_rate', 'utilization_rate', 'crypto_symbol_embedding_1', 'crypto_symbol_embedding_2', 'crypto_symbol_embedding_3', 'crypto_symbol_embedding_4', 'crypto_symbol_embedding_5', 'crypto_symbol_embedding_6', 'crypto_symbol_embedding_7', 'crypto_symbol_embedding_8', 'crypto_symbol_embedding_9', 'crypto_symbol_embedding_10', 'crypto_symbol_embedding_11', 'crypto_symbol_embedding_12', 'crypto_symbol_embedding_13', 'crypto_symbol_embedding_14', 'crypto_symbol_embedding_15', 'Month_Sine', 'Month_Cosine', 'Day_Sine', 'Day_Cosine', 'Hour_Sine', 'Hour_Cosine', 'DayofWeek_Sine', 'DayofWeek_Cosine']",42862,48,48,remove,0.2706826559656572,0.3432597815046314,0.32173741876484824,0.21209042751413829
3,"['lending_rate', 'borrowing_rate', 'utilization_rate', 'close', 'volume', 'crypto_symbol_embedding_1', 'crypto_symbol_embedding_2', 'crypto_symbol_embedding_3', 'crypto_symbol_embedding_4', 'crypto_symbol_embedding_5', 'crypto_symbol_embedding_6', 'crypto_symbol_embedding_7', 'crypto_symbol_embedding_8', 'crypto_symbol_embedding_9', 'crypto_symbol_embedding_10', 'crypto_symbol_embedding_11', 'crypto_symbol_embedding_12', 'crypto_symbol_embedding_13', 'crypto_symbol_embedding_14', 'crypto_symbol_embedding_15', 'Month_Sine', 'Month_Cosine', 'Day_Sine', 'Day_Cosine', 'Hour_Sine', 'Hour_Cosine', 'DayofWeek_Sine', 'DayofWeek_Cosine', 'attention', 'returns']",42862,48,48,remove,0.347183985814941,0.3430067134810215,0.3508601153338877,0.30452084665244733
4,"['lending_rate', 'borrowing_rate', 'utilization_rate', 'close', 'volume', 'yield', 'market_cap', 'Month_Sine', 'Month_Cosine', 'Day_Sine', 'Day_Cosine', 'Hour_Sine', 'Hour_Cosine', 'DayofWeek_Sine', 'DayofWeek_Cosine', 'attention', 'returns']",42862,48,48,remove,0.4298212869208156,0.36697173548533607,0.36222387783927346,0.34996443397003046
5,"['lending_rate', 'borrowing_rate', 'utilization_rate', 'close', 'volume', 'yield', 'market_cap', 'crypto_symbol_embedding_1', 'crypto_symbol_embedding_2', 'crypto_symbol_embedding_3', 'crypto_symbol_embedding_4', 'crypto_symbol_embedding_5', 'crypto_symbol_embedding_6', 'crypto_symbol_embedding_7', 'crypto_symbol_embedding_8', 'crypto_symbol_embedding_9', 'crypto_symbol_embedding_10', 'crypto_symbol_embedding_11', 'crypto_symbol_embedding_12', 'crypto_symbol_embedding_13', 'crypto_symbol_embedding_14', 'crypto_symbol_embedding_15', 'attention', 'returns']",42862,48,48,remove,0.4155195744482292,0.33316074672935647,0.3330128239033155,0.31186015402539374
6,"['borrowing_rate', 'utilization_rate', 'close', 'volume', 'yield', 'market_cap', 'crypto_symbol_embedding_1', 'crypto_symbol_embedding_2', 'crypto_symbol_embedding_3', 'crypto_symbol_embedding_4', 'crypto_symbol_embedding_5', 'crypto_symbol_embedding_6', 'crypto_symbol_embedding_7', 'crypto_symbol_embedding_8', 'crypto_symbol_embedding_9', 'crypto_symbol_embedding_10', 'crypto_symbol_embedding_11', 'crypto_symbol_embedding_12', 'crypto_symbol_embedding_13', 'crypto_symbol_embedding_14', 'crypto_symbol_embedding_15', 'Month_Sine', 'Month_Cosine', 'Day_Sine', 'Day_Cosine', 'Hour_Sine', 'Hour_Cosine', 'DayofWeek_Sine', 'DayofWeek_Cosine', 'attention', 'returns']",42862,48,48,remove,0.3542065232606971,0.3345738147391981,0.33617140110701804,0.2969064735539814
7,"['lending_rate', 'utilization_rate', 'close', 'volume', 'yield', 'market_cap', 'crypto_symbol_embedding_1', 'crypto_symbol_embedding_2', 'crypto_symbol_embedding_3', 'crypto_symbol_embedding_4', 'crypto_symbol_embedding_5', 'crypto_symbol_embedding_6', 'crypto_symbol_embedding_7', 'crypto_symbol_embedding_8', 'crypto_symbol_embedding_9', 'crypto_symbol_embedding_10', 'crypto_symbol_embedding_11', 'crypto_symbol_embedding_12', 'crypto_symbol_embedding_13', 'crypto_symbol_embedding_14', 'crypto_symbol_embedding_15', 'Month_Sine', 'Month_Cosine', 'Day_Sine', 'Day_Cosine', 'Hour_Sine', 'Hour_Cosine', 'DayofWeek_Sine', 'DayofWeek_Cosine', 'attention', 'returns']",42862,48,48,remove,0.36500863235499975,0.3478564924993817,0.3382923209568665,0.3023962178164415
