,columns,total_windows,input_window,output_window,outlier_threshold,accuracy,precision,recall,f1
0,"['lending_rate', 'borrowing_rate', 'utilization_rate', 'close', 'volume', 'yield', 'market_cap', 'crypto_symbol_embedding_1', 'crypto_symbol_embedding_2', 'crypto_symbol_embedding_3', 'crypto_symbol_embedding_4', 'crypto_symbol_embedding_5', 'crypto_symbol_embedding_6', 'crypto_symbol_embedding_7', 'crypto_symbol_embedding_8', 'crypto_symbol_embedding_9', 'crypto_symbol_embedding_10', 'crypto_symbol_embedding_11', 'crypto_symbol_embedding_12', 'crypto_symbol_embedding_13', 'crypto_symbol_embedding_14', 'crypto_symbol_embedding_15', 'Month_Sine', 'Month_Cosine', 'Day_Sine', 'Day_Cosine', 'Hour_Sine', 'Hour_Cosine', 'DayofWeek_Sine', 'DayofWeek_Cosine', 'attention', 'returns']",169235,48,48,remove,0.956244275711289,0.9323635935622977,0.9288794896299505,0.9305427907112115
1,"['close', 'volume', 'yield', 'market_cap', 'crypto_symbol_embedding_1', 'crypto_symbol_embedding_2', 'crypto_symbol_embedding_3', 'crypto_symbol_embedding_4', 'crypto_symbol_embedding_5', 'crypto_symbol_embedding_6', 'crypto_symbol_embedding_7', 'crypto_symbol_embedding_8', 'crypto_symbol_embedding_9', 'crypto_symbol_embedding_10', 'crypto_symbol_embedding_11', 'crypto_symbol_embedding_12', 'crypto_symbol_embedding_13', 'crypto_symbol_embedding_14', 'crypto_symbol_embedding_15', 'Month_Sine', 'Month_Cosine', 'Day_Sine', 'Day_Cosine', 'Hour_Sine', 'Hour_Cosine', 'DayofWeek_Sine', 'DayofWeek_Cosine', 'attention', 'returns']",169235,48,48,remove,0.954914763494549,0.9266435203191191,0.9295760041472002,0.9280938837593565
2,"['lending_rate', 'borrowing_rate', 'utilization_rate', 'crypto_symbol_embedding_1', 'crypto_symbol_embedding_2', 'crypto_symbol_embedding_3', 'crypto_symbol_embedding_4', 'crypto_symbol_embedding_5', 'crypto_symbol_embedding_6', 'crypto_symbol_embedding_7', 'crypto_symbol_embedding_8', 'crypto_symbol_embedding_9', 'crypto_symbol_embedding_10', 'crypto_symbol_embedding_11', 'crypto_symbol_embedding_12', 'crypto_symbol_embedding_13', 'crypto_symbol_embedding_14', 'crypto_symbol_embedding_15', 'Month_Sine', 'Month_Cosine', 'Day_Sine', 'Day_Cosine', 'Hour_Sine', 'Hour_Cosine', 'DayofWeek_Sine', 'DayofWeek_Cosine']",169235,48,48,remove,0.9553283895175347,0.9274965936386801,0.9297064794066131,0.9285860264879332
3,"['lending_rate', 'borrowing_rate', 'utilization_rate', 'close', 'volume', 'crypto_symbol_embedding_1', 'crypto_symbol_embedding_2', 'crypto_symbol_embedding_3', 'crypto_symbol_embedding_4', 'crypto_symbol_embedding_5', 'crypto_symbol_embedding_6', 'crypto_symbol_embedding_7', 'crypto_symbol_embedding_8', 'crypto_symbol_embedding_9', 'crypto_symbol_embedding_10', 'crypto_symbol_embedding_11', 'crypto_symbol_embedding_12', 'crypto_symbol_embedding_13', 'crypto_symbol_embedding_14', 'crypto_symbol_embedding_15', 'Month_Sine', 'Month_Cosine', 'Day_Sine', 'Day_Cosine', 'Hour_Sine', 'Hour_Cosine', 'DayofWeek_Sine', 'DayofWeek_Cosine', 'attention', 'returns']",169235,48,48,remove,0.9571897066209708,0.930151591010417,0.9307385288288136,0.9304244834217422
4,"['lending_rate', 'borrowing_rate', 'utilization_rate', 'close', 'volume', 'yield', 'market_cap', 'Month_Sine', 'Month_Cosine', 'Day_Sine', 'Day_Cosine', 'Hour_Sine', 'Hour_Cosine', 'DayofWeek_Sine', 'DayofWeek_Cosine', 'attention', 'returns']",169235,48,48,remove,0.9513989422991698,0.9227408220433205,0.9235878022526144,0.9231634196505522
5,"['lending_rate', 'borrowing_rate', 'utilization_rate', 'close', 'volume', 'yield', 'market_cap', 'crypto_symbol_embedding_1', 'crypto_symbol_embedding_2', 'crypto_symbol_embedding_3', 'crypto_symbol_embedding_4', 'crypto_symbol_embedding_5', 'crypto_symbol_embedding_6', 'crypto_symbol_embedding_7', 'crypto_symbol_embedding_8', 'crypto_symbol_embedding_9', 'crypto_symbol_embedding_10', 'crypto_symbol_embedding_11', 'crypto_symbol_embedding_12', 'crypto_symbol_embedding_13', 'crypto_symbol_embedding_14', 'crypto_symbol_embedding_15', 'attention', 'returns']",169235,48,48,remove,0.8284929240405353,0.7660135464586286,0.7285655225586322,0.7450162053837849
6,"['borrowing_rate', 'utilization_rate', 'close', 'volume', 'yield', 'market_cap', 'crypto_symbol_embedding_1', 'crypto_symbol_embedding_2', 'crypto_symbol_embedding_3', 'crypto_symbol_embedding_4', 'crypto_symbol_embedding_5', 'crypto_symbol_embedding_6', 'crypto_symbol_embedding_7', 'crypto_symbol_embedding_8', 'crypto_symbol_embedding_9', 'crypto_symbol_embedding_10', 'crypto_symbol_embedding_11', 'crypto_symbol_embedding_12', 'crypto_symbol_embedding_13', 'crypto_symbol_embedding_14', 'crypto_symbol_embedding_15', 'Month_Sine', 'Month_Cosine', 'Day_Sine', 'Day_Cosine', 'Hour_Sine', 'Hour_Cosine', 'DayofWeek_Sine', 'DayofWeek_Cosine', 'attention', 'returns']",169235,48,48,remove,0.956510178154637,0.9322816653522495,0.9303313887688714,0.9312113003149535
7,"['lending_rate', 'utilization_rate', 'close', 'volume', 'yield', 'market_cap', 'crypto_symbol_embedding_1', 'crypto_symbol_embedding_2', 'crypto_symbol_embedding_3', 'crypto_symbol_embedding_4', 'crypto_symbol_embedding_5', 'crypto_symbol_embedding_6', 'crypto_symbol_embedding_7', 'crypto_symbol_embedding_8', 'crypto_symbol_embedding_9', 'crypto_symbol_embedding_10', 'crypto_symbol_embedding_11', 'crypto_symbol_embedding_12', 'crypto_symbol_embedding_13', 'crypto_symbol_embedding_14', 'crypto_symbol_embedding_15', 'Month_Sine', 'Month_Cosine', 'Day_Sine', 'Day_Cosine', 'Hour_Sine', 'Hour_Cosine', 'DayofWeek_Sine', 'DayofWeek_Cosine', 'attention', 'returns']",169235,48,48,remove,0.9556238366768104,0.9304578099977442,0.9308266908664744,0.9306414256337331
